  materiale  | ubicazione | ubicazione_mappa | ubicazione_mappa 
 99350119144 | 124-053    | 1042053          | 1.04.2.05.3
 99350119145 | 124-162    | 1042162          | 1.04.2.16.2
 99350119145 | 124-162    | 1042162          | 1.04.2.16.2
 99350119148 | 124-013    | 1042013          | 1.04.2.01.3
 99350119149 | 124-091    | 1042091          | 1.04.2.09.1
 99350119150 | 116-153    | 1061153          | 1.06.1.15.3
 99350119151 | 116-154    | 1061154          | 1.06.1.15.4
 99350119152 | 124-132    | 1042132          | 1.04.2.13.2
 99350119153 | 123-121    | 1032121          | 1.03.2.12.1
 99350119153 | 123-121    | 1032121          | 1.03.2.12.1
 99350119154 | 112-111    | 1021111          | 1.02.1.11.1
 99350119156 | 114-172    | 1041172          | 1.04.1.17.2
 99350119156 | 114-172    | 1041172          | 1.04.1.17.2
 99350119157 | 124-142    | 1042142          | 1.04.2.14.2
 99350119157 | 124-142    | 1042142          | 1.04.2.14.2
 99350119159 | 212-054    | 2021054          | 2.02.1.05.4
 99350119159 | 212-054    | 2021054          | 2.02.1.05.4
 99350119159 | 212-054    | 2021054          | 2.02.1.05.4
 99350119159 | 212-054    | 2021054          | 2.02.1.05.4
 99350119161 | 223-034    | 2032034          | 2.03.2.03.4
 99350119314 | 117-084    | 1071084          | 1.07.1.08.4
 99350119314 | 117-084    | 1071084          | 1.07.1.08.4
 99350119314 | 117-084    | 1071084          | 1.07.1.08.4
 99350119648 | 112-012    | 1021012          | 1.02.1.01.2
 99350119649 | 124-062    | 1042062          | 1.04.2.06.2
 99350119649 | 124-062    | 1042062          | 1.04.2.06.2
 99350119650 | 111-162    | 1011162          | 1.01.1.16.2
 99350119650 | 111-162    | 1011162          | 1.01.1.16.2
 99350119667 | 123-163    | 1032163          | 1.03.2.16.3
 99350119667 | 123-163    | 1032163          | 1.03.2.16.3
 99350119669 | 112-043    | 1021043          | 1.02.1.04.3
 99350119669 | 112-043    | 1021043          | 1.02.1.04.3
 99350119688 | 117-044    | 1071044          | 1.07.1.04.4
 99350119688 | 117-044    | 1071044          | 1.07.1.04.4
 99350119688 | 117-044    | 1071044          | 1.07.1.04.4
 99350119696 | 111-104    | 1011104          | 1.01.1.10.4
 99350119696 | 111-104    | 1011104          | 1.01.1.10.4
 99350119696 | 111-104    | 1011104          | 1.01.1.10.4
 99350119696 | 111-104    | 1011104          | 1.01.1.10.4
 99350119697 | 111-204    | 1011204          | 1.01.1.20.4
 99350119697 | 111-204    | 1011204          | 1.01.1.20.4
 99350119723 | 112-122    | 1021122          | 1.02.1.12.2
 99350119723 | 112-122    | 1021122          | 1.02.1.12.2
 99350119723 | 112-122    | 1021122          | 1.02.1.12.2
 99350119724 | 115-032    | 1051032          | 1.05.1.03.2
 99350119724 | 115-032    | 1051032          | 1.05.1.03.2
 99350119739 | 116-054    | 1061054          | 1.06.1.05.4
 99350119739 | 116-054    | 1061054          | 1.06.1.05.4
 99350119740 | 116-164    | 1061164          | 1.06.1.16.4
 99350119740 | 116-164    | 1061164          | 1.06.1.16.4
 99350119740 | 116-164    | 1061164          | 1.06.1.16.4
 99350119896 | 116-144    | 1061144          | 1.06.1.14.4
 99350120017 | 118-031    | 1081031          | 1.08.1.03.1
 99350120017 | 118-031    | 1081031          | 1.08.1.03.1
 99350120017 | 118-031    | 1081031          | 1.08.1.03.1
 99350120046 | 112-013    | 1021013          | 1.02.1.01.3
 99350120046 | 112-013    | 1021013          | 1.02.1.01.3
 99350120047 | 112-022    | 1021022          | 1.02.1.02.2
 99350120047 | 112-022    | 1021022          | 1.02.1.02.2
 99350120047 | 112-022    | 1021022          | 1.02.1.02.2
 99350120048 | 122-112    | 1022112          | 1.02.2.11.2
 99350120546 | 117-053    | 1071053          | 1.07.1.05.3
 99350120704 | 217-093    | 2071093          | 2.07.1.09.3
 99350120781 | 223-083    | 2032083          | 2.03.2.08.3
 99350120781 | 223-083    | 2032083          | 2.03.2.08.3
 99350120815 | 218-063    | 2081063          | 2.08.1.06.3
 99350120815 | 218-063    | 2081063          | 2.08.1.06.3
 99350120815 | 218-063    | 2081063          | 2.08.1.06.3
 99350120817 | 223-133    | 2032133          | 2.03.2.13.3
 99350120817 | 223-133    | 2032133          | 2.03.2.13.3
 99350120834 | 223-184    | 2032184          | 2.03.2.18.4
 99350120834 | 223-184    | 2032184          | 2.03.2.18.4
 99350120869 | 223-082    | 2032082          | 2.03.2.08.2
 99350120991 | 113-102    | 1031102          | 1.03.1.10.2
 99350120991 | 113-102    | 1031102          | 1.03.1.10.2
 99350121291 | 215-163    | 2051163          | 2.05.1.16.3
 99350121291 | 215-163    | 2051163          | 2.05.1.16.3
 99350121291 | 215-163    | 2051163          | 2.05.1.16.3
 99350121293 | 213-142    | 2031142          | 2.03.1.14.2
 99350121293 | 213-142    | 2031142          | 2.03.1.14.2
 99350121294 | 216-073    | 2061073          | 2.06.1.07.3
 99350121295 | 214-153    | 2041153          | 2.04.1.15.3
 99350121295 | 214-153    | 2041153          | 2.04.1.15.3
 99350121295 | 214-153    | 2041153          | 2.04.1.15.3
 99350121296 | 218-052    | 2081052          | 2.08.1.05.2
 99350121296 | 218-052    | 2081052          | 2.08.1.05.2
 99350121297 | 213-082    | 2031082          | 2.03.1.08.2
 99350121297 | 213-082    | 2031082          | 2.03.1.08.2
 99350121298 | 215-053    | 2051053          | 2.05.1.05.3
 99350121298 | 215-053    | 2051053          | 2.05.1.05.3
 99350121299 | 217-113    | 2071113          | 2.07.1.11.3
 99350121299 | 217-113    | 2071113          | 2.07.1.11.3
 99350121301 | 216-042    | 2061042          | 2.06.1.04.2
 99350121301 | 216-042    | 2061042          | 2.06.1.04.2
 99350121301 | 216-042    | 2061042          | 2.06.1.04.2
 99350121422 | 214-023    | 2041023          | 2.04.1.02.3
 99350121422 | 214-023    | 2041023          | 2.04.1.02.3
 99350121422 | 214-023    | 2041023          | 2.04.1.02.3
 99350121580 | 117-051    | 1071051          | 1.07.1.05.1
 99350121580 | 117-051    | 1071051          | 1.07.1.05.1
 99350121580 | 117-051    | 1071051          | 1.07.1.05.1
 99350121580 | 117-051    | 1071051          | 1.07.1.05.1
 99350122107 | 214-014    | 2041014          | 2.04.1.01.4
 99350122107 | 214-014    | 2041014          | 2.04.1.01.4
 99350124190 | 214-022    | 2041022          | 2.04.1.02.2
 99350124419 | 215-081    | 2051074          | 2.05.1.07.4
 99350129421 | 214-163    | 2041163          | 2.04.1.16.3
 99350129421 | 214-163    | 2041163          | 2.04.1.16.3
 99350129421 | 214-163    | 2041163          | 2.04.1.16.3
 99350129890 | 215-141    | 2051141          | 2.05.1.14.1
 99350129989 | 217-072    | 2071034          | 2.07.1.03.4
 99350130316 | 216-122    | 2061122          | 2.06.1.12.2
 99350130348 | 217-094    | 2071094          | 2.07.1.09.4
 99350130386 | 115-031    | 1051031          | 1.05.1.03.1
 99350130387 | 223-122    | 2032122          | 2.03.2.12.2
 99350130387 | 223-122    | 2032122          | 2.03.2.12.2
 99350130389 | 217-074    | 2071074          | 2.07.1.07.4
 99350130389 | 217-074    | 2071074          | 2.07.1.07.4
 99350130392 | 215-062    | 2051062          | 2.05.1.06.2
 99350130929 | 118-122    | 1081123          | 1.08.1.12.3
 99350130930 | 117-032    | 1071032          | 1.07.1.03.2
 99350132463 | 215-023    | 2051023          | 2.05.1.02.3
 99350132463 | 215-023    | 2051023          | 2.05.1.02.3
 99350132463 | 215-023    | 2051023          | 2.05.1.02.3
 99350132471 | 223-154    | 2032154          | 2.03.2.15.4
 99350132471 | 223-154    | 2032154          | 2.03.2.15.4
 99350132475 | 214-013    | 2041013          | 2.04.1.01.3
 99350132475 | 214-013    | 2041013          | 2.04.1.01.3
 99350132479 | 223-061    | 2032061          | 2.03.2.06.1
 99350132479 | 223-061    | 2032061          | 2.03.2.06.1
 99350132480 | 216-064    | 2061064          | 2.06.1.06.4
 99350132480 | 216-064    | 2061064          | 2.06.1.06.4
 99350132483 | 223-164    | 2032164          | 2.03.2.16.4
 99350132483 | 223-164    | 2032164          | 2.03.2.16.4
 99350132484 | 212-113    | 2021113          | 2.02.1.11.3
 99350132484 | 212-113    | 2021113          | 2.02.1.11.3
 99350132484 | 212-113    | 2021113          | 2.02.1.11.3
 99350132488 | 212-084    | 2021084          | 2.02.1.08.4
 99350132488 | 212-084    | 2021084          | 2.02.1.08.4
 99350132488 | 212-084    | 2021084          | 2.02.1.08.4
 99350132642 | 216-063    | 2061063          | 2.06.1.06.3
 99350132642 | 216-063    | 2061063          | 2.06.1.06.3
 99350132642 | 216-063    | 2061063          | 2.06.1.06.3
 99350132657 | 224-093    | 2042093          | 2.04.2.09.3
 99350132657 | 224-093    | 2042093          | 2.04.2.09.3
 99350134008 | 215-063    | 2051063          | 2.05.1.06.3
 99350134010 | 214-093    | 2041094          | 2.04.1.09.4
 99350134010 | 214-093    | 2041094          | 2.04.1.09.4
 99350134016 | 217-054    | 2071054          | 2.07.1.05.4
 99350134016 | 217-054    | 2071054          | 2.07.1.05.4
 99350134016 | 217-054    | 2071054          | 2.07.1.05.4
 99350134017 | 215-043    | 2051043          | 2.05.1.04.3
 99350134017 | 215-043    | 2051043          | 2.05.1.04.3
 99350134871 | 216-162    | 2061162          | 2.06.1.16.2
 99350134871 | 216-162    | 2061162          | 2.06.1.16.2
 99350134871 | 216-162    | 2061162          | 2.06.1.16.2
 99350134871 | 216-162    | 2061162          | 2.06.1.16.2
 99350134872 | 213-074    | 2031074          | 2.03.1.07.4
 99350134872 | 213-074    | 2031074          | 2.03.1.07.4
 99350134873 | 216-072    | 2061072          | 2.06.1.07.2
 99350134873 | 216-072    | 2061072          | 2.06.1.07.2
 99350134873 | 216-072    | 2061072          | 2.06.1.07.2
 99350134873 | 216-072    | 2061072          | 2.06.1.07.2
 99350134874 | 215-052    | 2051052          | 2.05.1.05.2
 99350134875 | 223-182    | 2032182          | 2.03.2.18.2
 99350134875 | 223-182    | 2032182          | 2.03.2.18.2
 99350134875 | 223-182    | 2032182          | 2.03.2.18.2
 99350134875 | 223-182    | 2032182          | 2.03.2.18.2
 99350135604 | 215-171    | 2051171          | 2.05.1.17.1
 99350135604 | 215-171    | 2051171          | 2.05.1.17.1
 99350137450 | 214-082    | 2041082          | 2.04.1.08.2
 99350137450 | 214-082    | 2041082          | 2.04.1.08.2
 99350137450 | 214-082    | 2041082          | 2.04.1.08.2
 99350137451 | 214-124    | 2041124          | 2.04.1.12.4
 99350137451 | 214-124    | 2041124          | 2.04.1.12.4
 99350137451 | 214-124    | 2041124          | 2.04.1.12.4
 99350137451 | 214-124    | 2041124          | 2.04.1.12.4
 99350137451 | 214-124    | 2041124          | 2.04.1.12.4
 99350137452 | 224-064    | 2042064          | 2.04.2.06.4
 99350137453 | 224-173    | 2042173          | 2.04.2.17.3
 99350137453 | 224-173    | 2042173          | 2.04.2.17.3
 99350137454 | 224-104    | 2042104          | 2.04.2.10.4
 99350137455 | 224-111    | 2042111          | 2.04.2.11.1
 99350137455 | 224-111    | 2042111          | 2.04.2.11.1
 99350137455 | 224-111    | 2042111          | 2.04.2.11.1
 99350137455 | 224-111    | 2042111          | 2.04.2.11.1
 99350137514 | 215-173    | 2051173          | 2.05.1.17.3
 99350137514 | 215-173    | 2051173          | 2.05.1.17.3
 99350137514 | 215-173    | 2051173          | 2.05.1.17.3
 99350137515 | 212-021    | 2021021          | 2.02.1.02.1
 99350137515 | 212-021    | 2021021          | 2.02.1.02.1
 99350137515 | 212-021    | 2021021          | 2.02.1.02.1
 99350137515 | 212-021    | 2021021          | 2.02.1.02.1
 99350137516 | 214-031    | 2041031          | 2.04.1.03.1
 99350137744 | 114-064    | 1041064          | 1.04.1.06.4
 99350137748 | 224-164    | 2042164          | 2.04.2.16.4
 99350137748 | 224-164    | 2042164          | 2.04.2.16.4
 99350137748 | 224-164    | 2042164          | 2.04.2.16.4
 99350137754 | 223-113    | 2032113          | 2.03.2.11.3
 99350137776 | 213-163    | 2031163          | 2.03.1.16.3
 99350137781 | 212-073    | 2021073          | 2.02.1.07.3
 99350137786 | 217-021    | 2071021          | 2.07.1.02.1
 99350138409 | 214-162    | 2041162          | 2.04.1.16.2
 99350138409 | 214-162    | 2041162          | 2.04.1.16.2
 99350138625 | 216-013    | 2061013          | 2.06.1.01.3
 99350138629 | 214-103    | 2041103          | 2.04.1.10.3
 99350138629 | 214-103    | 2041103          | 2.04.1.10.3
 99350138629 | 214-103    | 2041103          | 2.04.1.10.3
 99350138870 | 118-113    | 1081113          | 1.08.1.11.3
 99350138870 | 118-113    | 1081113          | 1.08.1.11.3
 99350138870 | 118-113    | 1081113          | 1.08.1.11.3
 99350138871 | 117-081    | 1071081          | 1.07.1.08.1
 99350138871 | 117-081    | 1071081          | 1.07.1.08.1
 99350138871 | 117-081    | 1071081          | 1.07.1.08.1
 99350140544 | 117-062    | 1071062          | 1.07.1.06.2
 99350140550 | 213-083    | 2031083          | 2.03.1.08.3
 99350140550 | 213-083    | 2031083          | 2.03.1.08.3
 99350140552 | 223-084    | 2032084          | 2.03.2.08.4
 99350140552 | 223-084    | 2032084          | 2.03.2.08.4
 99350140556 | 114-083    | 1041083          | 1.04.1.08.3
 99350140556 | 114-083    | 1041083          | 1.04.1.08.3
 99350141291 | 115-132    | 1051132          | 1.05.1.13.2
 99350144985 | 223-071    | 2032071          | 2.03.2.07.1
 99350144985 | 223-071    | 2032071          | 2.03.2.07.1
 99350144989 | 214-041    | 2041041          | 2.04.1.04.1
 99350144996 | 214-083    | 2041083          | 2.04.1.08.3
 99350144996 | 214-083    | 2041083          | 2.04.1.08.3
 99350144999 | 224-052    | 2042052          | 2.04.2.05.2
 99350145016 | 224-053    | 2042053          | 2.04.2.05.3
 99350145016 | 224-053    | 2042053          | 2.04.2.05.3
 99350145760 | 117-021    | 1071021          | 1.07.1.02.1
 99350145763 | 115-061    | 1051061          | 1.05.1.06.1
 99350145765 | 114-052    | 1041014          | 1.04.1.01.4
 99350145765 | 114-052    | 1041014          | 1.04.1.01.4
 99350145765 | 114-052    | 1041014          | 1.04.1.01.4
 99350145765 | 114-052    | 1041014          | 1.04.1.01.4
 99350145765 | 114-052    | 1041014          | 1.04.1.01.4
 99350147229 | 116-071    | 1061071          | 1.06.1.07.1
 99350147229 | 116-071    | 1061071          | 1.06.1.07.1
 99350148765 | 214-123    | 2041123          | 2.04.1.12.3
 99350148768 | 213-144    | 2031144          | 2.03.1.14.4
 99350148770 | 215-153    | 2051153          | 2.05.1.15.3
 99350148770 | 215-153    | 2051153          | 2.05.1.15.3
 99350148770 | 215-153    | 2051153          | 2.05.1.15.3
 99350148770 | 215-153    | 2051153          | 2.05.1.15.3
 99350148772 | 213-173    | 2031173          | 2.03.1.17.3
 99350148772 | 213-173    | 2031173          | 2.03.1.17.3
 99350148774 | 212-132    | 2021132          | 2.02.1.13.2
 99350148774 | 212-132    | 2021132          | 2.02.1.13.2
 99350148776 | 224-171    | 2042171          | 2.04.2.17.1
 99350148776 | 224-171    | 2042171          | 2.04.2.17.1
 99350148776 | 224-171    | 2042171          | 2.04.2.17.1
 99350148777 | 213-031    | 2031031          | 2.03.1.03.1
 99350148778 | 216-121    | 2061121          | 2.06.1.12.1
 99350148778 | 216-121    | 2061121          | 2.06.1.12.1
 99350148778 | 216-121    | 2061121          | 2.06.1.12.1
 99350149203 | 223-161    | 2032161          | 2.03.2.16.1
 99350149204 | 214-071    | 2041071          | 2.04.1.07.1
 99350149205 | 213-071    | 2031071          | 2.03.1.07.1
 99350149205 | 213-071    | 2031071          | 2.03.1.07.1
 99350149209 | 217-053    | 2071053          | 2.07.1.05.3
 99350150103 | 115-152    | 1051154          | 1.05.1.15.4
 99350150122 | 124-151    | 1042151          | 1.04.2.15.1
 99350150122 | 124-151    | 1042151          | 1.04.2.15.1
 99350150122 | 124-151    | 1042151          | 1.04.2.15.1
 99350150124 | 123-051    | 1032051          | 1.03.2.05.1
 99350150124 | 123-051    | 1032051          | 1.03.2.05.1
 99350150124 | 123-051    | 1032051          | 1.03.2.05.1
 99350150492 | 116-081    | 1061081          | 1.06.1.08.1
 99350150492 | 116-081    | 1061081          | 1.06.1.08.1
 99350152061 | 111-203    | 1011203          | 1.01.1.20.3
 99350152061 | 111-203    | 1011203          | 1.01.1.20.3
 99350153037 | 224-132    | 2042132          | 2.04.2.13.2
 99350153219 | 123-151    | 1032151          | 1.03.2.15.1
 99350153219 | 123-151    | 1032151          | 1.03.2.15.1
 99350153219 | 123-151    | 1032151          | 1.03.2.15.1
 99350153250 | 213-172    | 2031172          | 2.03.1.17.2
 99350153250 | 213-172    | 2031172          | 2.03.1.17.2
 99350153340 | 216-021    | 2061021          | 2.06.1.02.1
 99350153350 | 215-012    | 2051012          | 2.05.1.01.2
 99350153351 | 214-132    | 1041051          | 1.04.1.05.1
 99350153351 | 214-132    | 1041051          | 1.04.1.05.1
 99350153353 | 217-062    | 2071062          | 2.07.1.06.2
 99350153356 | 114-153    | 1041153          | 1.04.1.15.3
 99350153356 | 114-153    | 1041153          | 1.04.1.15.3
 99350153357 | 112-024    | 1021024          | 1.02.1.02.4
 99350154517 | 215-112    | 2051112          | 2.05.1.11.2
 99350154517 | 215-112    | 2051112          | 2.05.1.11.2
 99350154517 | 215-112    | 2051112          | 2.05.1.11.2
 99350154520 | 216-143    | 2061143          | 2.06.1.14.3
 99350154520 | 216-143    | 2061143          | 2.06.1.14.3
 99350154520 | 216-143    | 2061143          | 2.06.1.14.3
 99350154520 | 216-143    | 2061143          | 2.06.1.14.3
 99350154520 | 216-143    | 2061143          | 2.06.1.14.3
 99350154663 | 218-123    | 2081123          | 2.08.1.12.3
 99350154663 | 218-123    | 2081123          | 2.08.1.12.3
 99350154664 | 218-081    | 2081081          | 2.08.1.08.1
 99350154665 | 212-064    | 2021062          | 2.02.1.06.2
 99350154665 | 212-064    | 2021062          | 2.02.1.06.2
 99350154688 | 212-102    | 2021124          | 2.02.1.12.4
 99350154688 | 212-102    | 2021124          | 2.02.1.12.4
 99350154688 | 212-102    | 2021124          | 2.02.1.12.4
 99350154689 | 113-042    | 1031042          | 1.03.1.04.2
 99350154990 | 123-072    | 1032072          | 1.03.2.07.2
 99350154990 | 123-072    | 1032072          | 1.03.2.07.2
 99350154990 | 123-072    | 1032072          | 1.03.2.07.2
 99350154991 | 123-012    | 1032012          | 1.03.2.01.2
 99350155106 | 111-112    | 1011112          | 1.01.1.11.2
 99350155276 | 223-013    | 2032013          | 2.03.2.01.3
 99350155276 | 223-013    | 2032013          | 2.03.2.01.3
 99350156141 | 213-022    | 2031022          | 2.03.1.02.2
 99350156141 | 213-022    | 2031022          | 2.03.1.02.2
 99350156142 | 214-102    | 2041102          | 2.04.1.10.2
 99350156143 | 215-152    | 2051152          | 2.05.1.15.2
 99350156143 | 215-152    | 2051152          | 2.05.1.15.2
 99350156144 | 213-102    | 2031102          | 2.03.1.10.2
 99350157074 | 111-091    | 1011091          | 1.01.1.09.1
 99350157077 | 124-154    | 1042154          | 1.04.2.15.4
 99350157078 | 124-032    | 1042032          | 1.04.2.03.2
 99350157078 | 124-032    | 1042032          | 1.04.2.03.2
 99350157762 | 224-071    | 2042071          | 2.04.2.07.1
 99350157762 | 224-071    | 2042071          | 2.04.2.07.1
 99350157762 | 224-071    | 2042071          | 2.04.2.07.1
 99350158238 | 216-141    | 2061141          | 2.06.1.14.1
 99350158238 | 216-141    | 2061141          | 2.06.1.14.1
 99350158238 | 216-141    | 2061141          | 2.06.1.14.1
 99350158238 | 216-141    | 2061141          | 2.06.1.14.1
 99350158239 | 212-094    | 2021094          | 2.02.1.09.4
 99350160888 | 216-083    | 2061083          | 2.06.1.08.3
 99350160888 | 216-083    | 2061083          | 2.06.1.08.3
 99350164648 | 215-101    | 2051101          | 2.05.1.10.1
 99350164648 | 215-101    | 2051101          | 2.05.1.10.1
 99350164648 | 215-101    | 2051101          | 2.05.1.10.1
 99350164662 | 223-194    | 2032194          | 2.03.2.19.4
 99350164662 | 223-194    | 2032194          | 2.03.2.19.4
 99350164662 | 223-194    | 2032194          | 2.03.2.19.4
 99350164662 | 223-194    | 2032194          | 2.03.2.19.4
 99350165031 | 118-071    | 1081071          | 1.08.1.07.1
 99350165031 | 118-071    | 1081071          | 1.08.1.07.1
 99350165720 | 116-103    | 1061103          | 1.06.1.10.3
 99350165725 | 118-074    | 1081074          | 1.08.1.07.4
 99350165846 | 123-124    | 1032124          | 1.03.2.12.4
 99350165847 | 123-014    | 1032014          | 1.03.2.01.4
 99350165848 | 124-093    | 1042093          | 1.04.2.09.3
 99350165849 | 115-023    | 1051023          | 1.05.1.02.3
 99350165850 | 116-034    | 1061034          | 1.06.1.03.4
 99350165850 | 116-034    | 1061034          | 1.06.1.03.4
 99350165850 | 116-034    | 1061034          | 1.06.1.03.4
 99350165850 | 116-034    | 1061034          | 1.06.1.03.4
 99350165922 | 118-121    | 1081121          | 1.08.1.12.1
 99350165922 | 118-121    | 1081121          | 1.08.1.12.1
 99350166487 | 111-093    | 1011093          | 1.01.1.09.3
 99350166487 | 111-093    | 1011093          | 1.01.1.09.3
 99350167314 | 115-021    | 1051021          | 1.05.1.02.1
 99350167341 | 116-073    | 1061073          | 1.06.1.07.3
 99350167355 | 122-071    | 1022071          | 1.02.2.07.1
 99350167541 | 214-151    | 2041151          | 2.04.1.15.1
 99350167542 | 223-171    | 2032171          | 2.03.2.17.1
 99350167642 | 215-031    | 2051031          | 2.05.1.03.1
 99350167642 | 215-031    | 2051031          | 2.05.1.03.1
 99350167642 | 215-031    | 2051031          | 2.05.1.03.1
 99350167642 | 215-031    | 2051031          | 2.05.1.03.1
 99350167643 | 215-123    | 2051123          | 2.05.1.12.3
 99350167644 | 216-133    | 2061133          | 2.06.1.13.3
 99350167644 | 216-133    | 2061133          | 2.06.1.13.3
 99350167645 | 216-153    | 2061153          | 2.06.1.15.3
 99350167645 | 216-153    | 2061153          | 2.06.1.15.3
 99350167645 | 216-153    | 2061153          | 2.06.1.15.3
 99350167645 | 216-153    | 2061153          | 2.06.1.15.3
 99350167646 | 217-063    | 2071063          | 2.07.1.06.3
 99350167646 | 217-063    | 2071063          | 2.07.1.06.3
 99350167646 | 217-063    | 2071063          | 2.07.1.06.3
 99350167646 | 217-063    | 2071063          | 2.07.1.06.3
 99350167647 | 217-114    | 2071114          | 2.07.1.11.4
 99350167649 | 223-042    | 2032042          | 2.03.2.04.2
 99350167649 | 223-042    | 2032042          | 2.03.2.04.2
 99350167801 | 111-102    | 1011102          | 1.01.1.10.2
 99350167802 | 114-161    | 1041161          | 1.04.1.16.1
 99350167802 | 114-161    | 1041161          | 1.04.1.16.1
 99350167806 | 112-061    | 1021061          | 1.02.1.06.1
 99350167808 | 111-113    | 1011113          | 1.01.1.11.3
 99350167808 | 111-113    | 1011113          | 1.01.1.11.3
 99350167808 | 111-113    | 1011113          | 1.01.1.11.3
 99350167826 | 114-031    | 1041031          | 1.04.1.03.1
 99350167826 | 114-031    | 1041031          | 1.04.1.03.1
 99350167835 | 115-011    | 1051011          | 1.05.1.01.1
 99350167934 | 117-013    | 1071013          | 1.07.1.01.3
 99350167935 | 122-113    | 1022113          | 1.02.2.11.3
 99350167935 | 122-113    | 1022113          | 1.02.2.11.3
 99350168140 | 118-012    | 1081012          | 1.08.1.01.2
 99350168140 | 118-012    | 1081012          | 1.08.1.01.2
 99350168140 | 118-012    | 1081012          | 1.08.1.01.2
 99350168299 | 117-043    | 1071043          | 1.07.1.04.3
 99350168299 | 117-043    | 1071043          | 1.07.1.04.3
 99350168299 | 117-043    | 1071043          | 1.07.1.04.3
 99350169119 | 124-081    | 1042081          | 1.04.2.08.1
 99350169119 | 124-081    | 1042081          | 1.04.2.08.1
 99350169119 | 124-081    | 1042081          | 1.04.2.08.1
 99350169119 | 124-081    | 1042081          | 1.04.2.08.1
 99350169150 | 116-161    | 1061161          | 1.06.1.16.1
 99350169153 | 112-051    | 1021051          | 1.02.1.05.1
 99350169297 | 123-011    | 1032011          | 1.03.2.01.1
 99350169297 | 123-011    | 1032011          | 1.03.2.01.1
 99350169297 | 123-011    | 1032011          | 1.03.2.01.1
 99350169345 | 122-091    | 1022091          | 1.02.2.09.1
 99350169345 | 122-091    | 1022091          | 1.02.2.09.1
 99350169661 | 123-042    | 1032042          | 1.03.2.04.2
 99350169670 | 116-133    | 1061133          | 1.06.1.13.3
 99350169670 | 116-133    | 1061133          | 1.06.1.13.3
 99350169670 | 116-133    | 1061133          | 1.06.1.13.3
 99350169859 | 117-103    | 1071103          | 1.07.1.10.3
 99350169860 | 122-111    | 1022111          | 1.02.2.11.1
 99350169860 | 122-111    | 1022111          | 1.02.2.11.1
 99350169861 | 116-162    | 1061162          | 1.06.1.16.2
 99350169861 | 116-162    | 1061162          | 1.06.1.16.2
 99350169971 | 115-171    | 1051171          | 1.05.1.17.1
 99350169971 | 115-171    | 1051171          | 1.05.1.17.1
 99350169974 | 123-154    | 1032154          | 1.03.2.15.4
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169980 | 123-092    | 1032092          | 1.03.2.09.2
 99350169982 | 112-073    | 1021073          | 1.02.1.07.3
 99350169982 | 112-073    | 1021073          | 1.02.1.07.3
 99350169989 | 118-011    | 1081011          | 1.08.1.01.1
 99350169997 | 113-081    | 1031094          | 1.03.1.09.4
 99350169998 | 112-031    | 1021031          | 1.02.1.03.1
 99350170004 | 114-091    | 1041091          | 1.04.1.09.1
 99350170004 | 114-091    | 1041091          | 1.04.1.09.1
 99350170004 | 114-091    | 1041091          | 1.04.1.09.1
 99350170004 | 114-091    | 1041091          | 1.04.1.09.1
 99350170011 | 123-021    | 1032021          | 1.03.2.02.1
 99350170031 | 123-062    | 1032062          | 1.03.2.06.2
 99350170031 | 123-062    | 1032062          | 1.03.2.06.2
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170040 | 113-103    | 1031103          | 1.03.1.10.3
 99350170042 | 116-111    | 1061111          | 1.06.1.11.1
 99350170042 | 116-111    | 1061111          | 1.06.1.11.1
 99350170043 | 122-121    | 1022121          | 1.02.2.12.1
 99350170045 | 113-112    | 1031124          | 1.03.1.12.4
 99350170045 | 113-112    | 1031124          | 1.03.1.12.4
 99350170070 | 115-073    | 1051073          | 1.05.1.07.3
 99350170070 | 115-073    | 1051073          | 1.05.1.07.3
 99350170070 | 115-073    | 1051073          | 1.05.1.07.3
 99350170072 | 113-061    | 1031044          | 1.03.1.04.4
 99350170073 | 114-041    | 1041041          | 1.04.1.04.1
 99350170074 | 124-131    | 1042131          | 1.04.2.13.1
 99350170074 | 124-131    | 1042131          | 1.04.2.13.1
 99350170074 | 124-131    | 1042131          | 1.04.2.13.1
 99350170075 | 123-071    | 1032071          | 1.03.2.07.1
 99350170076 | 113-041    | 1031041          | 1.03.1.04.1
 99350170076 | 113-041    | 1031041          | 1.03.1.04.1
 99350170076 | 113-041    | 1031041          | 1.03.1.04.1
 99350170077 | 115-101    | 1051101          | 1.05.1.10.1
 99350170079 | 111-142    | 1011142          | 1.01.1.14.2
 99350170079 | 111-142    | 1011142          | 1.01.1.14.2
 99350170088 | 118-112    | 1081112          | 1.08.1.11.2
 99350170364 | 216-102    | 2061102          | 2.06.1.10.2
 99350170510 | 122-122    | 1022122          | 1.02.2.12.2
