      prcdpro       |                 prdescr                  | prlungh | prlargh | praltez | prpesgr | prflgpp 
 81598909           | WP WAVE-IT NEUTR 1000_DEP D-F-NL-I       |      95 |      95 |     275 |    1110 |       1
 81593198           | SEB 1000ML PENETRAITT CONDIT.MULTILANG   |      81 |      81 |     260 |    1104 |       1
 81599191           | WP EIMI PERFECT SETTING 150 ML D-F-I     |     132 |      92 |     199 |    1110 |       1
 81511732           | WP EIMI SHIMMER DELIGHT 40 ML D-F-I      |      70 |     110 |     160 |     787 |       1
 81511741           | WP EIMI BODY CRAFTER 150 ML D-F-I-NL     |     132 |      92 |     199 |    1156 |       1
 81643489           | SYSTEM_solar sun oil 100ml               |     162 |      60 |     160 |     553 |       1
 81546072           | SP HYDRATE MASK 200ML MULTILANG          |      55 |     160 |     280 |    1517 |       1
 81557241           | BLONDOR MULTI BL GRAN 500G DE,FR,IT,UK   |     100 |     100 |     270 |     576 |       1
 81557242           | BLONDOR SOFT BL CREAM 200G DE,FR,IT,NL   |      45 |     170 |     210 |     711 |       1
 81562912           | EOS COLOR.BASE NAT.CHILI VII 120G        |      70 |      70 |     130 |     186 |       1
 81562913           | EOS COLOR.BASE NAT.CANNELLA VIII 120G    |      70 |      70 |     130 |     186 |       1
 81568836           | BL_FREELIGHTS_DVLPER_6 _20 VOL _1L       |      94 |      94 |     275 |    1089 |       1
 81620166           | NIOX SYS3 SCALP REVIT 1000ML MULTILANG   |      75 |      87 |     275 |    1088 |       1
 81598547           | SP HYDRATE EMULSION 50ML F-D-I-NL        |     134 |      99 |     162 |     961 |       1
 81643607           | COLOR.ID 95ML D.F.I.NL                   |      80 |     190 |     190 |     882 |       1
 81536892           | SYSTEM VOLUMIZE BODIF. FOAM 200ML        |      47 |      47 |     208 |     270 |       1
 81630374           | WP ELE RENEW SHP 1000ML WE               |      90 |      90 |     240 |    1131 |       1
 81642883           | WP OIL REFLECTIONS 30ML                  |     130 |     110 |     135 |     428 |       1
 81599155           | SYSTEM REPAIR MASK 200ML                 |      72 |      72 |      82 |     252 |       1
 81599157           | WP EIMI NATURAL VOLUME 300 ML D-F-I-NL   |     167 |     107 |     270 |    2020 |       1
 81643581           | COLOR FRESH_ACID_10/81_75ML              |      50 |      45 |     140 |     104 |       1
 99240009916        | WP ENRICH MASK 500ML                     |     110 |     110 |      90 |     573 |       1
 81599126           | WP EIMI SUPER SET 300 ML D-F-I-NL        |     155 |     105 |     260 |    1775 |       1
 81642957           | COLOR FRESH_ACID_6/0_75ML                |      50 |      50 |     140 |     107 |       1
 81643562           | BLONDOR MULTI BL GRAN 500G DE,FR,IT,UK   |     100 |     100 |     270 |     577 |       1
 81616671           | WP FUSION SHAMPOO 250ML                  |     159 |     104 |     194 |    1821 |       1
 81572087           | SEB_SUBLIMATE_CREME_100ML_MULTI_GBL      |      45 |      45 |     180 |     134 |       1
 81569844           | COLOR FRESH_ACID_6/7_75ML                |      50 |      50 |     140 |     111 |       1
 81569843           | COLOR FRESH_ACID_5/4_75ML                |      50 |      50 |     140 |     106 |       1
 81573058           | NIOXIN NGHT RES 70ML TESTER              |      43 |      43 |     160 |     148 |       1
 81568842           | WELLOXON PERFECT 1000ML 12%              |      94 |      94 |     275 |    1129 |       1
 81568843           | WELLOXON PERFECT 1000ML 6%               |      94 |      94 |     275 |    1102 |       1
 81568869           | CT 1L EMULSION 4 %_13 VOL                |      94 |      94 |     275 |    1079 |       1
 81568870           | CT PLUS 1L EMULSION 4%_13 VOL            |     100 |     100 |     280 |    1098 |       1
 81478471           | WPC OIL REFLECTIONS 100ML                |     160 |      60 |     160 |     543 |       1
 81481416           | WP OIL REFLECTION 30ML D-F-I-NL-E-P-GR   |      33 |      33 |      78 |      60 |       1
 81485341           | SP COLOR SAVE BI-PHASE CONDITIONER 185ML |     100 |     150 |     210 |    1669 |       1
 81492283           | SP LUXEOIL 30ML                          |      40 |      40 |      85 |      66 |       1
 81639220           | CT 1L EMULSION 4 %_13 VOL                |      94 |      94 |     275 |    1079 |       1
 81642969           | COLOR FRESH_ACID_4/07_75ML               |      50 |      50 |     140 |     111 |       1
 81507909           | NIOX DIABOOST TREAT 100ML DE,FR,IT,NL    |      60 |      65 |     175 |     148 |       1
 81508301           | NIOSPRAY STRONG HOLD 400ML DFINLGR       |      60 |      60 |     260 |     385 |       1
 81508368           | NIOX BODIFYING FOAM 200ML DFINL          |      50 |      50 |     250 |     245 |       1
 81508308           | NIOSPRAY REGULAR HOLD 400ML DFINLGR      |      60 |      60 |     265 |     387 |       1
 81508326           | NIOX THERM ACTIV PROTECTOR 150ML DFINL   |      50 |      50 |     160 |     191 |       1
 81508359           | NIOX REJUVENATING ELIXIR 150ML DFINLGR   |      60 |      40 |     210 |     173 |       1
 81505217           | KADUS VELVET OIL 2ML WE_ARAB .           |     110 |     150 |     180 |     349 |       1
 81508319           | NIOX THICKENING SPRAY 150ML DFINLGR      |      50 |      50 |     160 |     192 |       1
 81508362           | NIOX THICKENING GEL 140ML DFINLGR        |      60 |      40 |     210 |     167 |       1
 81508364           | NIOX DEFINITION CR.ME 150ML DFINLGR      |      60 |      60 |     210 |     175 |       1
 81511632           | WP EIMI FLEXIBLE FINISH 250 ML D-F-I-NL  |     150 |     100 |     225 |    1567 |       1
 81550308           | SEB WHIPPED CREME 27ML DE,FR,IT,NL       |     150 |     140 |     130 |     751 |       1
 81511663           | WP EIMI PERFECT SETTING 150 ML D-F-I     |     132 |      92 |     199 |    1114 |       1
 81566052           | SP BAL SCALP ENR SER 100ML DFINLPLGR     |      60 |     160 |     165 |     853 |       1
 81566117           | SP HYDRATE CONDITIONER 1L MULTILANG      |     100 |      75 |     210 |    1082 |       1
 81566051           | SP PERFECT ENDS 40ML DFINLESPTGRPL       |     110 |      70 |     160 |     809 |       1
 81566082           | SP SHINE DEFINE 250ML SHP MULTILANG      |     140 |     120 |     170 |    1849 |       1
 81565492           | "SP MEN SILVER SHP 250 I,E,P"            |     130 |     135 |     180 |    1770 |       1
 81643308           | WP OIL REFLECTIONS LIGHT 100ML           |      60 |     160 |     160 |     541 |       1
 81511704           | WP EIMI PEARL STYLER 30ML                |     314 |     161 |     108 |    2105 |       1
 81511684           | WP EIMI OCEAN SPRITZ 150 ML D-F-I-NL     |     132 |      92 |     199 |    1189 |       1
 81643771           | WP EIMI TAKE SHAPE 18 ML                 |     100 |      86 |      62 |     309 |       1
 81557255           | BLONDOR BL LIGHTS KIT. RU-UK-I-F         |      80 |     155 |     165 |     473 |       1
 81557964           | WPC ENRICH SH. NORM.-FINI 250ML          |     160 |     110 |     200 |    1827 |       1
 81558019           | WPC ENRICH SH. NORM.-FINI 1000ML         |      85 |      85 |     235 |    1127 |       1
 81600480           | EXCLUSIV NEW NO GAS FORTE 50 ML.         |      35 |     110 |     115 |     191 |       1
 81630660           | NIOX_SYS5_CN 1000ML MULTILANG            |      74 |      86 |     272 |    1093 |       1
 81558040           | WPC SERVICE TRATT.PRE-ONDULAZ. 18ML      |      70 |      90 |     110 |     350 |       1
 81558010           | WPC ENRICH BALS GROS 1000ML              |      85 |      85 |     240 |    1092 |       1
 81558011           | WPC ENRICH BALS. NORM.-FINI 1000ML       |      85 |      85 |     235 |    1085 |       1
 81562909           | EOS COLOR.BASE NAT.ZENZERO III 120G      |      71 |      71 |     131 |     186 |       1
 81562911           | EOS COLOR.BASE NAT.ZAFFERANO VI 120G     |      71 |      71 |     131 |     186 |       1
 81643591           | COLOR FRESH_ACID_5/55_75ML               |      50 |      50 |     140 |     107 |       1
 90105005           | EXCLUSIV NEW NO GAS FORTE 50 ML.         |      35 |     110 |     115 |     191 |       1
 81643768           | WP EIMI FLEXIBLE FINISH 250 ML           |     150 |     100 |     225 |    1559 |       1
 81569862           | COLOR FRESH_ACID_9/3_75ML                |      50 |      50 |     140 |     103 |       1
 81569856           | COLOR FRESH_ACID_6/45_75ML               |      50 |      50 |     140 |     103 |       1
 81569847           | COLOR FRESH_ACID_7/74_75ML               |      50 |      50 |     140 |     107 |       1
 81569858           | COLOR FRESH_ACID_7/44_75ML               |      50 |      50 |     140 |     107 |       1
 81569849           | COLOR FRESH_ACID_10/39_75ML              |      50 |      50 |     140 |     106 |       1
 81566241           | SP SATIN POLISH 75ML DFINL               |      90 |     130 |     160 |     710 |       1
 81569895           | COLOR FRESH_ACID_5/55_75ML               |      50 |      50 |     140 |     107 |       1
 81569859           | COLOR FRESH_ACID_7/47_75ML               |      50 |      50 |     140 |     110 |       1
 81569852           | COLOR FRESH_ACID_3/66_75ML               |      50 |      50 |     140 |     109 |       1
 81569861           | COLOR FRESH_ACID_8/03_75ML               |      50 |      50 |     140 |     106 |       1
 81569896           | COLOR FRESH_ACID_7/3_75ML                |      50 |      50 |     140 |     105 |       1
 81569846           | COLOR FRESH_ACID_7/00_75ML               |      50 |      50 |     140 |     107 |       1
 81569854           | COLOR FRESH_ACID_5/56_75ML               |      50 |      50 |     140 |     107 |       1
 81569851           | COLOR FRESH_ACID_8/0_75ML                |      50 |      50 |     140 |     107 |       1
 81569850           | COLOR FRESH_ACID_6/0_75ML                |      50 |      50 |     140 |     107 |       1
 81569863           | COLOR FRESH_ACID_0/8_75ML                |      50 |      50 |     140 |     105 |       1
 81567415           | WP ELE SIERO RINFORZANTE 100ML 3 PZ      |     120 |      60 |     200 |     474 |       1
 81569865           | COLOR FRESH_ACID_8/81_75ML               |      50 |      50 |     140 |     106 |       1
 81569866           | COLOR FRESH_ACID_10/81_75ML              |      50 |      50 |     140 |     104 |       1
 81569855           | COLOR FRESH_ACID_6/34_75ML               |      50 |      50 |     140 |     109 |       1
 81569848           | COLOR FRESH_ACID_10/36_75ML              |      50 |      50 |     140 |     110 |       1
 81569864           | COLOR FRESH_ACID_0/89_75ML               |      50 |      50 |     140 |     105 |       1
 81566119           | SP ELEGANT SHAPE 50ML DFI                |     145 |     130 |     100 |     854 |       1
 81568835           | BL_FREELIGHTS_DVLPER_12%_40 VOL_1L       |      95 |      95 |     295 |    1125 |       1
 81568844           | WELLOXON PERFECT 1000ML 9%               |      94 |      94 |     275 |    1100 |       1
 81569841           | COLOR FRESH_ACID_4/07_75ML               |      50 |      50 |     140 |     111 |       1
 81569840           | COLOR FRESH_ACID_3/07_75ML               |      50 |      50 |     140 |     108 |       1
 81575324           | SEB DRYNAMIC SH_212ML_DFINLESPT          |      54 |      54 |     217 |     243 |       1
 81569365           | NIOX DIABOOST TREAT 200ML WE_MULTILANG   |      45 |      45 |     190 |     225 |       1
 81582078           | SEBASTIAN SHAPER ZERO 400ML DFINL        |      57 |      57 |     260 |     368 |       1
 81569839           | COLOR FRESH_ACID_2/0_75ML                |      50 |      50 |     140 |     109 |       1
 81618064           | SYSTEM LUXE OIL ELIXIR 100ML MULTILANG   |     160 |      60 |     160 |     829 |       1
 81588049           | SEB VOLUPT SHAMPOO 1000ML MULTILANG      |      80 |      80 |     260 |    1104 |       1
 99240069812        | WP EIMI NATURAL VOLUME 300ML             |     110 |     160 |     280 |    2022 |       1
 81643769           | WP EIMI PERFECT SETTING 150 ML           |     132 |      92 |     199 |    1110 |       1
 81643772           | WP EIMI OCEAN SPRITZ 150 ML              |      92 |     132 |     200 |    1188 |       1
 81642968           | COLOR FRESH_ACID_3/07_75ML               |      50 |      50 |     140 |     108 |       1
 81643580           | COLOR FRESH_ACID_8/81_75ML               |      50 |      50 |     140 |     106 |       1
 81643815           | PERFECTON BY CF /8 250ML DEFRITNLUK      |      55 |      55 |     210 |     314 |       1
 81643573           | BL_FREELIGHTS_DVLPER_9% _30 VOL_1L       |      95 |      95 |     275 |    1095 |       1
 81650119           | WP Volume Bod Foam 150ml                 |     150 |     100 |     180 |    1295 |       1
 81650143           | WP BRILLIANCE BOOSTER 100ML              |      44 |      44 |     161 |     118 |       1
 81650158           | WP NUTRI BOOSTER 100ML                   |      44 |      44 |     161 |     144 |       1
 81650165           | WP VOLUME BOOSTER 100ML                  |      44 |      44 |     161 |     134 |       1
 81620360           | WP CREA+ STRAIGHT N/R BASE 200ML WE      |      60 |      60 |     190 |     250 |       1
 81643579           | COLOR FRESH_ACID_6/7_75ML                |      50 |      50 |     140 |     111 |       1
 81650100           | WP ENRICH WONDER BALM 150ML              |     130 |      90 |     200 |    1221 |       1
 99240012035        | WP EIMI OIL SPRITZ 95ml                  |      40 |      40 |     165 |     128 |       1
 99240012064        | WP BRILLIANCE MASK COARSE 500ML          |     110 |     110 |      85 |     563 |       1
 99240012066        | WP BRILLIANCE MASK FINE 500ML            |     110 |     110 |      95 |     567 |       1
 81646921           | "WELLOXON Perf 6V 1,9% 1000ml  EMEA"     |      95 |      95 |     275 |    1075 |       1
 81646922           | "WELLOXON Perf 13V 4,0% 1000ml  EMEA"    |      95 |      95 |     275 |    1073 |       1
 81646923           | "WELLOXON Perf 20V 6,0% 1000ml  EMEA"    |      95 |      95 |     275 |    1083 |       1
 81646924           | "WELLOXON Perf 30V 9,0% 1000ml  EMEA"    |      95 |      95 |     275 |    1101 |       1
 81646925           | "WELLOXON Perf 40V 12,0% 1000ml  EMEA"   |      95 |      95 |     275 |    1095 |       1
 99240012008        | WP EIMI COCKTAIL ME 95ml                 |      40 |      40 |     170 |     136 |       1
 99240012170        | WP ELEMENTS MASK 500ml.                  |      80 |     110 |     110 |     572 |       1
 99240015892        | WP COLORMO RG ATB  MASK 500ML 19 WE      |     110 |     110 |      90 |     565 |       1
 99240016213        | WP COLORMO RG ATB SCALPRO150ML19DFINLGR  |     110 |     160 |     180 |    1148 |       1
 99240016215        | WP COLORMO RG ATB POSCOLTRT500ML19MULTI  |      70 |      70 |     220 |     567 |       1
 99240016216        | WP COLORMO RG ATB PRECTRT185ML19DFINLGR  |     110 |     150 |     210 |    1692 |       1
 81643809           | PERFECTON BY CF /3 250ML DEFRITNLUK      |      55 |      55 |     210 |     275 |       1
(719 righe)

