 ubicazione | isola | settore | modulo_can | riga_can | colonna_can 
 2071032    |     2 |       7 |         14 |       10 |           3
 2071031    |     2 |       7 |         14 |       10 |           6
 2071044    |     2 |       7 |         14 |        4 |           3
 2071043    |     2 |       7 |         14 |        4 |           6
 2071042    |     2 |       7 |         14 |        9 |           3
 2071041    |     2 |       7 |         14 |        9 |           6
 2071054    |     2 |       7 |         14 |        3 |           3
 2071053    |     2 |       7 |         14 |        3 |           6
 2071052    |     2 |       7 |         14 |        8 |           3
 2071051    |     2 |       7 |         14 |        8 |           6
 2071064    |     2 |       7 |         14 |        2 |           3
 2071063    |     2 |       7 |         14 |        2 |           6
 2071062    |     2 |       7 |         14 |        7 |           3
 2071061    |     2 |       7 |         14 |        7 |           6
 2071074    |     2 |       7 |         14 |        1 |           3
 2071073    |     2 |       7 |         14 |        1 |           6
 2071072    |     2 |       7 |         14 |        6 |           3
 2071071    |     2 |       7 |         14 |        6 |           6
 2071084    |     2 |       7 |         14 |        4 |           2
 2071083    |     2 |       7 |         14 |        4 |           5
 2071082    |     2 |       7 |         14 |        9 |           2
 2071081    |     2 |       7 |         14 |        9 |           5
 2071094    |     2 |       7 |         14 |        3 |           2
 2071093    |     2 |       7 |         14 |        3 |           5
 2071092    |     2 |       7 |         14 |        8 |           2
 2071091    |     2 |       7 |         14 |        8 |           5
 2071104    |     2 |       7 |         14 |        2 |           2
 2071103    |     2 |       7 |         14 |        2 |           5
 2071102    |     2 |       7 |         14 |        7 |           2
 2071101    |     2 |       7 |         14 |        7 |           5
 2071114    |     2 |       7 |         14 |        1 |           2
 2071113    |     2 |       7 |         14 |        1 |           5
 2071112    |     2 |       7 |         14 |        6 |           2
 2071111    |     2 |       7 |         14 |        6 |           5
 2081014    |     2 |       8 |         15 |        4 |           3
 2081013    |     2 |       8 |         15 |        4 |           6
 2081012    |     2 |       8 |         15 |        9 |           3
 2081011    |     2 |       8 |         15 |        9 |           6
 2081024    |     2 |       8 |         15 |        3 |           3
 2081023    |     2 |       8 |         15 |        3 |           6
 2081022    |     2 |       8 |         15 |        8 |           3
 2081021    |     2 |       8 |         15 |        8 |           6
 2081034    |     2 |       8 |         15 |        2 |           3
 2081033    |     2 |       8 |         15 |        2 |           6
 2081032    |     2 |       8 |         15 |        7 |           3
 2081031    |     2 |       8 |         15 |        7 |           6
 2081044    |     2 |       8 |         15 |        1 |           3
 2081043    |     2 |       8 |         15 |        1 |           6
 2081042    |     2 |       8 |         15 |        6 |           3
 2081041    |     2 |       8 |         15 |        6 |           6
 2081054    |     2 |       8 |         15 |        4 |           2
 2081053    |     2 |       8 |         15 |        4 |           5
 2081052    |     2 |       8 |         15 |        9 |           2
 2081051    |     2 |       8 |         15 |        9 |           5
 2081064    |     2 |       8 |         15 |        3 |           2
 2081063    |     2 |       8 |         15 |        3 |           5
 2081062    |     2 |       8 |         15 |        8 |           2
 2081061    |     2 |       8 |         15 |        8 |           5
 2081074    |     2 |       8 |         15 |        2 |           2
 2081073    |     2 |       8 |         15 |        2 |           5
 2081072    |     2 |       8 |         15 |        7 |           2
 2081071    |     2 |       8 |         15 |        7 |           5
 2081084    |     2 |       8 |         15 |        1 |           2
 2081083    |     2 |       8 |         15 |        1 |           5
 2081082    |     2 |       8 |         15 |        6 |           2
 2081081    |     2 |       8 |         15 |        6 |           5
 2081094    |     2 |       8 |         15 |        5 |           1
 2081093    |     2 |       8 |         15 |        5 |           4
 2081092    |     2 |       8 |         15 |       10 |           1
 2081091    |     2 |       8 |         15 |       10 |           4
 2081104    |     2 |       8 |         15 |        4 |           1
 2081103    |     2 |       8 |         15 |        4 |           4
 2081102    |     2 |       8 |         15 |        9 |           1
 2081101    |     2 |       8 |         15 |        9 |           4
 2081114    |     2 |       8 |         15 |        3 |           1
 2081113    |     2 |       8 |         15 |        3 |           4
 2081112    |     2 |       8 |         15 |        8 |           1
 2081111    |     2 |       8 |         15 |        8 |           4
 2081124    |     2 |       8 |         15 |        2 |           1
 2081123    |     2 |       8 |         15 |        2 |           4
 2081122    |     2 |       8 |         15 |        7 |           1
 2081121    |     2 |       8 |         15 |        7 |           4
 2081134    |     2 |       8 |         15 |        1 |           1
 2081133    |     2 |       8 |         15 |        1 |           4
 2081132    |     2 |       8 |         15 |        6 |           1
 2081131    |     2 |       8 |         15 |        6 |           4
(1214 rows)

